Unnamed: 0,job_title,job_type,experience_level,location,salary_currency,salary
942,Data analyst,Full Time,Mid,Warsaw,USD,0.10606060606060605
946,Data analyst,Full Time,Entry,Paris,USD,0.0
947,Data analyst,Full Time,Mid,Bengaluru,USD,0.10606060606060605
948,Data analyst,Full Time,Senior,Liverpool,USD,0.16666666666666666
951,Data analyst,Full Time,Mid,Singapore,USD,0.10606060606060605
952,Data analyst,Full Time,Senior,Jakarta,USD,0.16666666666666666
953,Data analyst,Full Time,Senior,São Paulo,USD,0.16666666666666666
954,Data analyst,Full Time,Entry,London,USD,0.0
955,Data analyst,Full Time,Entry,Remote job,USD,0.0
956,Data analyst,Full Time,Senior,New York City,USD,0.4040404040404041
957,Data analyst,Full Time,Entry,Modena,USD,0.0
958,Data analyst,Full Time,Mid,Aventura,USD,0.10606060606060605
959,Data analyst,Full Time,Mid,Fremont,USD,0.10606060606060605
962,Data analyst,Full Time,Senior,Amsterdam,USD,0.16666666666666666
963,Data analyst,Full Time,Senior,Bangkok,USD,0.16666666666666666
967,Data analyst,Full Time,Senior,Atlanta,USD,0.1919191919191919
968,Data analyst,Full Time,Entry,Barcelona,USD,0.0
969,Data analyst,Full Time,Senior,Bangkok,USD,0.1919191919191919
970,Data analyst,Full Time,Senior,Poland,USD,0.16666666666666666
971,Data analyst,Full Time,Senior,London,USD,0.16666666666666666
972,Data analyst,Full Time,Senior,Bangkok,USD,0.16666666666666666
974,Data analyst,Full Time,Senior,USA (remote),USD,0.1919191919191919
975,Data analyst,Full Time,Senior,Bengaluru,USD,0.16666666666666666
977,Data analyst,Full Time,Mid,Bangkok,USD,0.10606060606060605
978,Data analyst,Full Time,Mid,London,USD,0.10606060606060605
979,Data analyst,Full Time,Senior,Bangkok,USD,0.16666666666666666
984,Data analyst,Full Time,Entry,India - Bengaluru,USD,0.0
988,Data analyst,Full Time,Senior,Bengaluru,USD,0.16666666666666666
989,Data analyst,Full Time,Mid,Brampton,USD,0.10606060606060605
990,Data analyst,Full Time,Senior,Stockholm,USD,0.16666666666666666
992,Data analyst,Full Time,Mid,O'Fallon,USD,0.10606060606060605
994,Data analyst,Full Time,Mid,New York City,USD,0.5555555555555556
997,Data analyst,Full Time,Mid,Bengaluru,USD,0.10606060606060605
999,Data analyst,Full Time,Senior,United States,USD,0.4040404040404041
1000,Data analyst,Full Time,Mid,Richmond,USD,0.10606060606060605
1001,Data analyst,Full Time,Senior,Casa Grande,USD,0.16666666666666666
1002,Data analyst,Full Time,Mid,Southfield,USD,0.10606060606060605
1003,Data analyst,Full Time,Senior,Bangkok,USD,0.16666666666666666
1004,Data analyst,Full Time,Senior,London,USD,0.16666666666666666
1006,Data analyst,Full Time,Senior,West Palm Beach,USD,0.16666666666666666
1010,Data analyst,Full Time,Mid,İstanbul,USD,0.10606060606060605
1011,Data analyst,Full Time,Mid,Saint-Sauveur,USD,0.10606060606060605
1013,Data analyst,Full Time,Entry,Hamburg,USD,0.0
1014,Data analyst,Full Time,Mid,Stuttgart,USD,0.10606060606060605
1015,Data analyst,Full Time,Entry,Madrid,USD,0.0
1016,Data analyst,Full Time,Senior,New York City,USD,0.16666666666666666
1018,Data analyst,Full Time,Mid,Paris,USD,0.10606060606060605
1019,Data analyst,Full Time,Mid,Sydney,USD,0.10606060606060605
1020,Data analyst,Full Time,Senior,Bangkok,USD,0.16666666666666666
1021,Data analyst,Full Time,Mid,Cape Town,USD,0.10606060606060605
1024,Data analyst,Full Time,Senior,Ontario,USD,0.16666666666666666
1027,Data analyst,Full Time,Senior,Washington DC - will also consider remote …,USD,0.16666666666666666
1030,Data analyst,Full Time,Senior,Bengaluru,USD,0.16666666666666666
1031,Data analyst,Full Time,Senior,Pune,USD,0.16666666666666666
1032,Data analyst,Full Time,Entry,Kraków,USD,0.0
1033,Data analyst,Full Time,Senior,Irving,USD,0.16666666666666666
1034,Data analyst,Full Time,Senior,Malaysia - Kuala Lumpur,USD,0.16666666666666666
1035,Data analyst,Full Time,Senior,Sydney,USD,0.16666666666666666
1036,Data analyst,Full Time,Senior,Montreal,USD,0.16666666666666666
1038,Data analyst,Full Time,Senior,United States,USD,0.16666666666666666
1039,Data analyst,Full Time,Mid,Boston,USD,0.4747474747474748
1040,Data analyst,Full Time,Senior,Remote - USA,USD,0.16666666666666666
1044,Data analyst,Full Time,Senior,Remote,USD,0.16666666666666666
1046,Data analyst,Internship,Entry,Wien,USD,0.0
1047,Data analyst,Full Time,Senior,New York City,USD,0.3030303030303031
1048,Data analyst,Full Time,Senior,Stamford,USD,0.3535353535353536
1049,Data analyst,Full Time,Entry,Kraków,USD,0.0
1054,Data analyst,Full Time,Senior,Washington DC - will also consider remote …,USD,0.16666666666666666
1055,Data analyst,Full Time,Mid,Cairo,USD,0.10606060606060605
1056,Data analyst,Full Time,Mid,Colorado Springs,USD,0.3535353535353536
1057,Data analyst,Full Time,Mid,İstanbul,USD,0.10606060606060605
1107,Data analyst,Full Time,Senior,Remote (US),USD,0.4292929292929293
1114,Data analyst,Full Time,Senior,San Francisco,USD,0.5
1118,Data analyst,Full Time,Senior,Enkhuizen,USD,0.1919191919191919
1121,Data analyst,Full Time,Senior,Brooklyn,USD,0.3737373737373738
1131,Data analyst,Full Time,Senior,Brooklyn,USD,0.5050505050505051
1158,Data analyst,Full Time,Mid,Paris,USD,0.0505050505050505
1174,Data analyst,Full Time,Entry,Mumbai,USD,0.0
1177,Data analyst,Full Time,Mid,Mechelen,USD,0.10606060606060605
1178,Data analyst,Full Time,Senior,San Jose,USD,0.0808080808080808
1180,Data analyst,Full Time,Mid,Genève,USD,0.10606060606060605
1181,Data analyst,Full Time,Senior,Paris,USD,0.0808080808080808
1183,Data analyst,Full Time,Mid,Marousi,USD,0.10606060606060605
1184,Data analyst,Full Time,Senior,Irving,USD,0.1919191919191919
1187,Data analyst,Full Time,Senior,India - Bengaluru,USD,0.0808080808080808
1188,Data analyst,Full Time,Senior,San Francisco,USD,0.4040404040404041
1189,Data analyst,Full Time,Mid,Brampton,USD,0.10606060606060605
1190,Data analyst,Full Time,Senior,US / Remote,USD,0.0808080808080808
1191,Data analyst,Full Time,Senior,New York City,USD,0.5101010101010102
1193,Data analyst,Full Time,Senior,Dubai,USD,0.0808080808080808
1194,Data analyst,Full Time,Senior,Mountain View,USD,0.1919191919191919
1195,Data analyst,Full Time,Mid,Bengaluru,USD,0.10606060606060605
1197,Data analyst,Full Time,Entry,Walnut Creek,USD,0.0
1198,Data analyst,Full Time,Senior,USA,USD,0.0808080808080808
1199,Data analyst,Full Time,Mid,Berlin,USD,0.10606060606060605
1200,Big data,Full Time,Senior,Remote,EUR,0.17676767676767677
1201,Big data,Full Time,Mid,London,USD,0.10606060606060605
1202,Big data,Full Time,Senior,London,USD,0.0
1203,Big data,Full Time,Mid,London,USD,0.07575757575757577
1204,Big data,Full Time,Senior,London,USD,0.0
1205,Big data,Full Time,Senior,Somerville,USD,0.196969696969697
1207,Big data,Full Time,Senior,Somerville,USD,0.196969696969697
1208,Big data,Full Time,Senior,London,USD,0.16161616161616163
1209,Big data,Full Time,Senior,London,USD,0.16161616161616163
1210,Big data,Full Time,Senior,London,USD,0.16161616161616163
1211,Big data,Full Time,Mid,London,USD,0.07575757575757577
1212,Big data,Full Time,Senior,Boulogne-Billancourt,USD,0.16161616161616163
1213,Big data,Full Time,Mid,London,USD,0.07575757575757577
1214,Big data,Full Time,Senior,London,USD,0.16161616161616163
1215,Big data,Full Time,Senior,Tel Aviv,USD,0.0
1216,Big data,Full Time,Senior,Brussels,USD,0.16161616161616163
1219,Big data,Full Time,Senior,Boston,USD,0.16666666666666666
1220,Big data,Full Time,Senior,Boston - Remote,USD,0.16666666666666666
1221,Big data,Full Time,Senior,Porto,USD,0.1313131313131313
1222,Big data,Full Time,Mid,Poznań,USD,0.07575757575757577
1223,Big data,Full Time,Senior,London,USD,0.23232323232323235
1224,Big data,Full Time,Senior,Cambridge,USD,0.1919191919191919
1225,Big data,Full Time,Senior,Cambridge,USD,0.16666666666666666
1226,Big data,Full Time,Senior,London,USD,0.23232323232323235
1227,Big data,Full Time,Senior,Remote,USD,0.4545454545454546
1230,Big data,Full Time,Senior,Chicago,USD,0.4191919191919192
1234,Big data,Full Time,Entry,Katowice,USD,0.0
1238,Big data,Full Time,Senior,Kusterdingen,USD,0.23232323232323235
1240,Big data,Full Time,Senior,Kyiv,USD,0.0
1242,Big data,Full Time,Senior,Salt Lake City,USD,0.1919191919191919
1243,Big data,Full Time,Senior,Basel,USD,0.1919191919191919
1254,Big data,Full Time,Senior,Santa Clara,USD,0.7121212121212122
1263,Big data,Full Time,Senior,São Paulo,USD,0.0
1264,Big data,Full Time,Senior,United States,USD,0.16666666666666666
1267,Big data,Full Time,Senior,San Francisco,USD,0.38383838383838387
1275,Big data,Full Time,Senior,Basel,USD,0.1919191919191919
1277,Big data,Full Time,Mid,Abu Dhabi,USD,0.10606060606060605
1284,Big data,Full Time,Senior,Cape Town,USD,0.0
1285,Big data,Full Time,Senior,Aarhus,USD,0.1919191919191919
1290,Big data,Full Time,Senior,Remote,USD,0.1919191919191919
1291,Big data,Full Time,Senior,Jealott's Hill,USD,0.1919191919191919
1295,Big data,Full Time,Senior,Remote,USD,0.23232323232323235
1296,Big data,Full Time,Senior,Beaverton,USD,0.23232323232323235
1298,Big data,Full Time,Mid,Paris,USD,0.10606060606060605
1305,Big data,Full Time,Executive,Hyderabad,USD,0.0808080808080808
1311,Big data,Full Time,Senior,Dublin,USD,0.0
1313,Big data,Full Time,Senior,Kusterdingen,USD,0.23232323232323235
1319,Big data,Full Time,Entry,Poznań,USD,0.0
1320,Big data,Full Time,Senior,Singapore,USD,0.1313131313131313
1323,Big data,Full Time,Senior,London,USD,0.23232323232323235
1327,Big data,Full Time,Senior,Hyderabad,USD,0.0
1328,Big data,Full Time,Senior,Warszawa,USD,0.0
1333,Big data,Full Time,Senior,Poland,USD,0.16666666666666666
1334,Big data,Full Time,Senior,Bangkok,USD,0.16666666666666666
1336,Big data,Full Time,Mid,Bangkok,USD,0.10606060606060605
1340,Big data,Full Time,Senior,Bangkok,USD,0.16666666666666666
1351,Big data,Full Time,Senior,Bengaluru,USD,0.0
1353,Big data,Full Time,Senior,United States,USD,0.16666666666666666
1355,Big data,Full Time,Senior,Bengaluru,USD,0.0
1357,Big data,Internship,Entry,Wien,USD,0.0
1363,Big data,Full Time,Senior,Mexico City,USD,0.0
1365,Big data,Full Time,Senior,Baar,USD,0.1919191919191919
1368,Big data,Full Time,Senior,Hyderabad,USD,0.0
1373,Big data,Full Time,Senior,Remote,USD,0.3535353535353536
1380,Big data,Full Time,Mid,Bordeaux,USD,0.0505050505050505
1392,Big data,Full Time,Entry,Mumbai,USD,0.0
1397,Big data,Full Time,Senior,Petach Tikva,USD,0.0
1398,Big data,Full Time,Senior,Bengaluru,USD,0.0
1400,Big data,Full Time,Senior,Remote (Anywhere US),USD,0.0
1410,Big data,Full Time,Senior,New York City,USD,0.5
1413,Big data,Full Time,Senior,Athens,USD,0.23232323232323235
1414,Big data,Full Time,Senior,Kusterdingen,USD,0.23232323232323235
1416,Big data,Full Time,Senior,New York City; San Francisco,USD,0.7474747474747475
1421,Big data,Full Time,Senior,Bangkok,USD,0.0808080808080808
1424,Big data,Full Time,Senior,Delhi,USD,0.23232323232323235
1426,Big data,Full Time,Senior,Delhi,USD,0.23232323232323235
1430,Big data,Full Time,Senior,Bangkok,USD,0.0808080808080808
1431,Big data,Full Time,Mid,Bangkok,USD,0.10606060606060605
1437,Big data,Full Time,Senior,Westminster,USD,0.3535353535353536
1449,Big data,Full Time,Mid,Toulouse,USD,0.0
1451,Big data,Full Time,Senior,Vero Beach,USD,0.07575757575757577
1453,Big data,Full Time,Senior,India,USD,0.0
1462,Big data,Full Time,Senior,Makati,USD,0.0
1463,Big data,Full Time,Senior,Cartagena,USD,0.23232323232323235
1464,Big data,Full Time,Mid,Granada,USD,0.040404040404040414
1465,Big data,Full Time,Senior,Sydney,USD,0.0
1466,Big data,Full Time,Senior,Remote,USD,0.23232323232323235
1468,Big data,Full Time,Mid,Las Vegas,USD,0.24242424242424246
1469,Big data,Full Time,Senior,Singapore,USD,0.0808080808080808
1470,Big data,Full Time,Mid,Bangkok,USD,0.040404040404040414
1471,Big data,Full Time,Senior,Bengaluru,USD,0.23232323232323235
1472,Big data,Full Time,Mid,Enkhuizen,USD,0.040404040404040414
1473,Big data,Full Time,Senior,Bengaluru,USD,0.23232323232323235
1474,Big data,Full Time,Mid,Bengaluru,USD,0.0
1475,Big data,Full Time,Mid,Bengaluru,USD,0.0
1477,Big data,Full Time,Mid,Bengaluru,USD,0.0
1478,Big data,Full Time,Mid,Monterrey,USD,0.040404040404040414
1480,Big data,Full Time,Senior,Bangkok,USD,0.0808080808080808
1481,Big data,Full Time,Senior,Bangkok,USD,0.0808080808080808
1483,Big data,Full Time,Mid,Barcelona,USD,0.0
1484,Big data,Full Time,Mid,Bangkok,USD,0.10606060606060605
1488,Machine learning,Full Time,Mid,US east coast,USD,0.4747474747474748
1489,Machine learning,Full Time,Executive,Montréal,USD,0.25757575757575757
1490,Machine learning,Full Time,Mid,Remote,USD,0.10606060606060605
1491,Machine learning,Full Time,Mid,Remote,USD,0.10606060606060605
1492,Machine learning,Full Time,Senior,Stuttgart,USD,0.16161616161616163
1493,Machine learning,Full Time,Mid,Remote,USD,0.10606060606060605
1494,Machine learning,Full Time,Senior,Boston,USD,0.4545454545454546
1495,Machine learning,Full Time,Senior,London,USD,0.1919191919191919
1496,Machine learning,Full Time,Mid,Remote,USD,0.10606060606060605
1498,Machine learning,Full Time,Senior,Boston,USD,0.4545454545454546
1499,Machine learning,Full Time,Senior,Remote Poland,USD,0.1313131313131313
1501,Machine learning,Full Time,Senior,Research Triangle Park,USD,0.196969696969697
1502,Machine learning,Full Time,Mid,Remote,USD,0.10606060606060605
1503,Machine learning,Full Time,Senior,Remote Poland,USD,0.1313131313131313
1504,Machine learning,Full Time,Mid,Remote,USD,0.10606060606060605
1505,Machine learning,Full Time,Mid,Malvern,USD,0.1313131313131313
1506,Machine learning,Full Time,Mid,Athens,USD,0.10606060606060605
1508,Machine learning,Full Time,Senior,Remote Poland,USD,0.1313131313131313
1509,Machine learning,Full Time,Senior,Portland,USD,0.5656565656565657
1510,Machine learning,Full Time,Mid,Warsaw,USD,0.10606060606060605
1511,Machine learning,Full Time,Senior,Santa Clara,USD,0.196969696969697
1513,Machine learning,Full Time,Mid,Warsaw,USD,0.10606060606060605
1514,Machine learning,Full Time,Mid,Warsaw,USD,0.10606060606060605
1515,Machine learning,Full Time,Senior,Remote,USD,0.16161616161616163
1516,Machine learning,Full Time,Mid,Toronto,USD,0.06565656565656566
1518,Machine learning,Full Time,Senior,Lisbon,USD,0.07575757575757577
1520,Machine learning,Full Time,Senior,Mexico,USD,0.7828282828282829
1523,Machine learning,Full Time,Senior,Portland,USD,0.5656565656565657
1525,Machine learning,Full Time,Senior,Paris,USD,0.07575757575757577
1530,Machine learning,Full Time,Senior,San Francisco,USD,0.8080808080808082
1531,Machine learning,Full Time,Senior,Seattle,USD,0.16666666666666666
1534,Machine learning,Full Time,Senior,United States (Remote),USD,0.07575757575757577
1535,Machine learning,Full Time,Entry,New York City,USD,0.0
1536,Machine learning,Full Time,Senior,San Francisco,USD,0.8636363636363636
1537,Machine learning,Full Time,Senior,Washington,USD,0.25757575757575757
1539,Machine learning,Internship,Entry,Mountain View,USD,0.1313131313131313
1540,Machine learning,Full Time,Senior,New York City,USD,0.6060606060606061
1541,Machine learning,Full Time,Senior,Seattle,USD,0.07575757575757577
1543,Machine learning,Full Time,Senior,Seattle,USD,0.07575757575757577
1544,Machine learning,Internship,Entry,Mountain View,USD,0.1313131313131313
1545,Machine learning,Full Time,Senior,San Francisco,USD,0.6818181818181819
1549,Machine learning,Full Time,Mid,Sydney,USD,0.16161616161616163
1550,Machine learning,Internship,Senior,New York City,USD,0.07575757575757577
1551,Machine learning,Full Time,Mid,Athens,USD,0.06565656565656566
1552,Machine learning,Full Time,Senior,Cambridge,USD,0.1919191919191919
1555,Machine learning,Full Time,Senior,Remote- US,USD,0.6060606060606061
1556,Machine learning,Full Time,Senior,Remote Canada,USD,0.16666666666666666
1558,Machine learning,Full Time,Senior,United States,USD,0.07575757575757577
1562,Machine learning,Full Time,Mid,Cape Town,USD,0.10606060606060605
1564,Machine learning,Full Time,Senior,Cambridge,USD,0.16666666666666666
1570,Machine learning,Full Time,Senior,New York City,USD,0.7323232323232324
1580,Machine learning,Full Time,Senior,Montreal,USD,0.1313131313131313
1581,Machine learning,Full Time,Entry,Barcelona,USD,0.0
1583,Machine learning,Full Time,Mid,Athens,USD,0.16666666666666666
1584,Machine learning,Full Time,Mid,London,USD,0.06565656565656566
1585,Machine learning,Full Time,Senior,Brooklyn,USD,0.8383838383838385
1586,Machine learning,Full Time,Senior,Remote Canada,USD,0.16666666666666666
1588,Machine learning,Full Time,Senior,Kyiv,USD,0.0
1589,Machine learning,Full Time,Senior,Remote - United States,USD,0.7424242424242424
1590,Machine learning,Full Time,Senior,Bengaluru,USD,0.16666666666666666
1592,Machine learning,Full Time,Senior,Lisbon,USD,0.07575757575757577
1596,Machine learning,Full Time,Senior,Australia,USD,0.07575757575757577
1597,Machine learning,Full Time,Senior,San Francisco,USD,0.6919191919191919
1598,Machine learning,Full Time,Senior,Sydney,USD,0.07575757575757577
1599,Machine learning,Full Time,Mid,Brampton,USD,0.06565656565656566
1604,Machine learning,Full Time,Mid,Dallas,USD,0.0505050505050505
1607,Machine learning,Full Time,Mid,Santiago de Querétaro,USD,0.07575757575757577
1609,Machine learning,Full Time,Senior,Washington,USD,0.25757575757575757
1610,Machine learning,Full Time,Senior,Warsaw,USD,0.4545454545454546
1614,Machine learning,Full Time,Senior,San Francisco,USD,0.4545454545454546
1618,Machine learning,Full Time,Mid,La Libertad,USD,0.07575757575757577
1619,Machine learning,Full Time,Mid,Santiago,USD,0.07575757575757577
1624,Machine learning,Full Time,Entry,Seoul,USD,0.0
1630,Machine learning,Full Time,Senior,New York City,USD,0.8585858585858587
1633,Machine learning,Full Time,Senior,New York,USD,0.3282828282828283
1634,Machine learning,Full Time,Mid,Dayton,USD,0.0505050505050505
1635,Machine learning,Full Time,Senior,Seoul,USD,0.1919191919191919
1636,Machine learning,Full Time,Entry,Seattle,USD,0.0
1638,Machine learning,Internship,Mid,Paris,USD,0.16666666666666666
1639,Machine learning,Full Time,Mid,Emeryville,USD,0.5303030303030304
1640,Machine learning,Full Time,Entry,Massy - France,USD,0.030303030303030304
1641,Machine learning,Full Time,Senior,San Francisco,USD,0.1919191919191919
1642,Machine learning,Internship,Mid,Brooklyn,USD,0.16666666666666666
1645,Machine learning,Full Time,Senior,Seoul,USD,0.07575757575757577
1646,Machine learning,Internship,Mid,Paris,USD,0.16666666666666666
1647,Machine learning,Full Time,Senior,Oakville,USD,0.1919191919191919
1648,Machine learning,Full Time,Senior,Seoul,USD,0.07575757575757577
1656,Machine learning,Full Time,Senior,Munich,USD,0.07575757575757577
1657,Machine learning,Full Time,Senior,Lisbon,USD,0.07575757575757577
1658,Machine learning,Full Time,Senior,Santa Clara,USD,0.1919191919191919
1659,Machine learning,Full Time,Senior,Remote US,USD,0.07575757575757577
1663,Machine learning,Full Time,Senior,United States,USD,0.16666666666666666
1666,Machine learning,Internship,Mid,United States - Remote,USD,0.16666666666666666
1667,Machine learning,Full Time,Entry,Calabasas,USD,0.4545454545454546
1669,Machine learning,Full Time,Entry,Carquefou,USD,0.0
1672,Machine learning,Full Time,Mid,United States - Remote,USD,0.3535353535353536
1673,Machine learning,Full Time,Senior,Melbourne,USD,0.07575757575757577
1674,Machine learning,Full Time,Mid,New York City,USD,0.6060606060606061
1676,Machine learning,Internship,Mid,Brooklyn,USD,0.16666666666666666
1677,Machine learning,Full Time,Senior,Seattle,USD,0.07575757575757577
1678,Machine learning,Full Time,Mid,United States - Remote,USD,0.3535353535353536
1679,Machine learning,Full Time,Mid,Ann Arbor,USD,0.3030303030303031
1683,Machine learning,Full Time,Entry,Roppongi,USD,0.1313131313131313
1688,Machine learning,Full Time,Senior,Palo Alto,USD,0.07575757575757577
1695,Machine learning,Full Time,Mid,United States - Remote,USD,0.06565656565656566
1698,Machine learning,Full Time,Mid,Nairobi,USD,0.06565656565656566
1701,Machine learning,Full Time,Mid,France - Remote,USD,0.06565656565656566
1704,Machine learning,Full Time,Entry,Toronto,USD,0.030303030303030304
1705,Machine learning,Full Time,Senior,Remote - US; Remote - Canada,USD,0.696969696969697
1706,Machine learning,Full Time,Mid,Ahmedabad,USD,0.06565656565656566
1708,Machine learning,Full Time,Mid,Barcelona,USD,0.0505050505050505
1710,Machine learning,Full Time,Senior,New York City,USD,0.07575757575757577
1713,Machine learning,Full Time,Senior,San Francisco,USD,0.5656565656565657
1714,Machine learning,Full Time,Mid,Roppongi,USD,0.06565656565656566
1716,Machine learning,Full Time,Senior,Pune,USD,0.07575757575757577
1717,Machine learning,Full Time,Mid,Roppongi,USD,0.06565656565656566
1723,Machine learning,Full Time,Senior,Berlin,USD,0.4545454545454546
1725,Machine learning,Full Time,Senior,Remote,USD,0.23232323232323235
1726,Machine learning,Full Time,Senior,Remote - United States,USD,0.07575757575757577
1727,Machine learning,Full Time,Senior,Arlington,USD,0.3030303030303031
1730,Machine learning,Full Time,Senior,Aarhus,USD,0.1919191919191919
1734,Machine learning,Full Time,Senior,Arlington,USD,0.3787878787878788
1740,Machine learning,Full Time,Senior,Berlin,USD,0.4545454545454546
1741,Machine learning,Full Time,Mid,Brampton,USD,0.06565656565656566
1746,Machine learning,Full Time,Senior,London,USD,0.07575757575757577
1747,Machine learning,Full Time,Senior,Vancouver,USD,0.5151515151515152
1749,Machine learning,Full Time,Senior,Remote,USD,0.07575757575757577
1750,Machine learning,Full Time,Senior,Palo Alto,USD,0.07575757575757577
1753,Machine learning,Full Time,Entry,San Francisco,USD,0.5555555555555556
1756,Machine learning,Full Time,Mid,Paris,USD,0.10606060606060605
1757,Machine learning,Full Time,Senior,US Remote,USD,0.7727272727272728
1763,Machine learning,Full Time,Senior,Beaverton,USD,0.16666666666666666
1767,Machine learning,Full Time,Senior,Remote,USD,0.07575757575757577
1769,Machine learning,Full Time,Senior,Toronto,USD,0.1919191919191919
1773,Machine learning,Internship,Senior,Sunnyvale,USD,0.16666666666666666
1775,Machine learning,Full Time,Entry,Warszawa,USD,0.0
1776,Machine learning,Internship,Mid,Brooklyn,USD,0.16666666666666666
1779,Machine learning,Full Time,Entry,Antwerp,USD,0.0
1786,Machine learning,Full Time,Mid,Dallas,USD,0.0505050505050505
1788,Machine learning,Full Time,Senior,San Francisco,USD,0.07575757575757577
1789,Machine learning,Full Time,Mid,Remote job,USD,0.07575757575757577
1795,Machine learning,Full Time,Senior,Bengaluru,USD,0.23232323232323235
1796,Machine learning,Full Time,Senior,London,USD,0.1919191919191919
1797,Machine learning,Full Time,Mid,Barcelona,USD,0.06565656565656566
1799,Machine learning,Full Time,Senior,Remote,USD,0.23232323232323235
1800,Machine learning,Full Time,Senior,Paris | Remote,EUR,0.20202020202020202
1801,Machine learning,Full Time,Senior,Amsterdam,USD,0.4545454545454546
1803,Machine learning,Full Time,Senior,Amsterdam,USD,0.07575757575757577
1804,Machine learning,Full Time,Senior,Remote - Uruguay,USD,0.07575757575757577
1805,Machine learning,Full Time,Senior,Vietnam - Remote,USD,0.23232323232323235
1806,Machine learning,Full Time,Mid,Budapest,USD,0.07575757575757577
1808,Machine learning,Full Time,Entry,Poznań,USD,0.0
1809,Machine learning,Full Time,Senior,Singapore,USD,0.1313131313131313
1811,Machine learning,Full Time,Entry,Oslo,USD,0.0
1815,Machine learning,Full Time,Senior,London,USD,0.07575757575757577
1821,Machine learning,Full Time,Senior,Bangkok,USD,0.1919191919191919
1824,Machine learning,Full Time,Senior,United States,USD,0.07575757575757577
1825,Machine learning,Full Time,Senior,Bangkok,USD,0.16666666666666666
1827,Machine learning,Full Time,Senior,New York,USD,0.5808080808080809
1828,Machine learning,Full Time,Senior,tel aviv,USD,0.07575757575757577
1831,Machine learning,Full Time,Senior,United States,USD,0.5808080808080809
1833,Machine learning,Full Time,Mid,Brampton,USD,0.06565656565656566
1840,Machine learning,Full Time,Senior,Remote,USD,0.07575757575757577
1845,Machine learning,Full Time,Senior,Palo Alto,USD,0.07575757575757577
1846,Machine learning,Full Time,Executive,New York City - Boston,USD,0.4040404040404041
1848,Machine learning,Full Time,Senior,Bangkok,USD,0.16666666666666666
1849,Machine learning,Full Time,Senior,Remote,USD,0.07575757575757577
1852,Machine learning,Full Time,Mid,Markham,USD,0.06565656565656566
1856,Machine learning,Full Time,Senior,Toronto,USD,0.4545454545454546
1857,Machine learning,Full Time,Senior,India,USD,0.07575757575757577
1859,Machine learning,Full Time,Senior,United States,USD,0.07575757575757577
1860,Machine learning,Full Time,Mid,Spain - Remote,USD,0.0505050505050505
1861,Machine learning,Full Time,Senior,Remote,USD,0.07575757575757577
1864,Machine learning,Full Time,Mid,London,GBP,0.0505050505050505
1867,Machine learning,Full Time,Senior,San Francisco,USD,0.07575757575757577
1868,Machine learning,Full Time,Senior,Bengaluru,USD,0.07575757575757577
1870,Machine learning,Full Time,Senior,Tampere,USD,0.07575757575757577
1871,Machine learning,Full Time,Entry,Sofia,USD,0.0
1872,Machine learning,Full Time,Senior,US Remote,USD,0.6717171717171717
1873,Machine learning,Full Time,Senior,United States,USD,0.07575757575757577
1877,Machine learning,Full Time,Senior,London,USD,0.07575757575757577
1881,Machine learning,Full Time,Senior,Brooklyn,USD,0.8383838383838385
1883,Machine learning,Full Time,Senior,US Remote,USD,0.4545454545454546
1884,Machine learning,Full Time,Senior,United States,USD,0.16666666666666666
1885,Machine learning,Full Time,Senior,Remote - USA,USD,0.16666666666666666
1886,Machine learning,Full Time,Senior,United States,USD,0.07575757575757577
1887,Machine learning,Full Time,Senior,United States,USD,0.07575757575757577
1889,Machine learning,Full Time,Senior,Remote,USD,0.07575757575757577
1890,Machine learning,Full Time,Executive,United States,USD,0.06565656565656566
1896,Machine learning,Full Time,Senior,Canada,USD,0.07575757575757577
1900,Machine learning,Full Time,Mid,Cambridge,USD,0.0
1905,Machine learning,Full Time,Senior,Indianapolis,USD,0.1919191919191919
1911,Machine learning,Full Time,Mid,Bengaluru,USD,0.16666666666666666
1914,Machine learning,Full Time,Senior,Toronto,USD,0.07575757575757577
1920,Machine learning,Full Time,Senior,Work from Home,USD,0.07575757575757577
1923,Machine learning,Full Time,Senior,New York City,USD,0.25757575757575757
1924,Machine learning,Full Time,Senior,Munich,USD,0.07575757575757577
1927,Machine learning,Full Time,Mid,New York City,USD,0.06565656565656566
1928,Machine learning,Full Time,Senior,New York City; San Francisco,USD,0.5606060606060607
1929,Machine learning,Full Time,Entry,Seattle,USD,0.0
1932,Machine learning,Full Time,Senior,Los Angeles,USD,0.36868686868686873
1934,Machine learning,Full Time,Mid,Lisbon,USD,0.16666666666666666
1938,Machine learning,Full Time,Mid,Roppongi,USD,0.16161616161616163
1939,Machine learning,Full Time,Senior,Valencia,USD,0.1919191919191919
1941,Machine learning,Full Time,Senior,Remote,USD,0.3535353535353536
1946,Machine learning,Full Time,Senior,Remote Canada,USD,0.07575757575757577
1949,Machine learning,Full Time,Mid,South Jakarta,USD,0.06565656565656566
1955,Machine learning,Full Time,Senior,Seattle,USD,0.1919191919191919
1958,Machine learning,Full Time,Senior,Canada,USD,0.07575757575757577
1960,Machine learning,Full Time,Senior,London,USD,0.16666666666666666
1961,Machine learning,Full Time,Mid,Roppongi,USD,0.16161616161616163
1972,Machine learning,Full Time,Senior,Mountain View,USD,0.1313131313131313
